agent_index,x,y,status,sphere,mean_patch,std_patch
0,3170,442,True,5.939369514555489,96.07407407407408,2.19864030809716
1,3217,2369,True,26.025508417820426,29.48148148148148,3.685510873380407
2,49,2429,True,13.633725234898314,64.69135802469135,2.2533485387863146
3,95,1919,True,0.07250250921727519,150.28395061728395,2.2675083834831318
4,107,315,True,3.809817336349897,108.20987654320987,2.551765544121526
5,3094,2039,True,0.19869153810518167,146.03703703703704,3.5011266068433997
6,2509,32,True,0.39704707095462793,141.25925925925927,2.397415160397372
7,1611,1108,True,15.965283294901045,57.22222222222222,5.713315614303307
8,1749,1068,True,1.0154888036652723,132.11111111111111,5.023402024647696
9,151,2076,True,0.08394996214002085,149.76543209876544,2.1901666036085614
10,643,34,True,0.19325175332967034,146.01234567901236,2.087551742009704
11,3215,555,True,5.818023547170534,96.71604938271605,3.0640672070653414
12,1281,1195,True,1.6493901532536617,124.96296296296296,3.5985060152566275
13,3211,287,True,20.09940824092191,44.925925925925924,2.8922108156080943
14,2921,259,True,0.5177141922108991,139.01234567901236,1.8018771224633041
15,124,134,True,10.31912063304798,76.74074074074075,4.150792807739822
16,1684,877,True,0.8068800669425858,135.1604938271605,6.084704138040958
17,1413,1101,True,19.257664135534267,47.2962962962963,2.7552170242070058
18,2925,364,True,0.24547736116412233,144.6172839506173,1.6597478704448219
19,1517,825,True,0.45212092427119194,140.5679012345679,4.737395939389243
20,3169,389,True,9.700872385851858,79.1358024691358,2.2703297548042354
21,3149,771,True,0.012851022147683246,154.28395061728395,2.549435027711887
22,65,759,True,0.10566265148969942,148.98765432098764,2.9876033053495656
23,3223,1708,True,0.21350867232904264,145.59259259259258,3.35834239600938
24,3069,2060,True,0.002487669598706227,155.7530864197531,1.9021161977041947
25,3056,2266,True,2.984482581988302,113.8395061728395,3.1601562319695087
26,2697,2343,True,0.4077063521081213,141.03703703703704,1.8885257457751055
27,17,636,True,0.3086398522466774,143.12345679012347,2.3694699936065957
28,3254,1247,True,0.013584381073158522,154.14814814814815,1.4238802064252658
29,3215,1661,True,0.05879135475604936,150.93827160493828,1.907397418967814
30,2904,240,True,0.5463415877873982,138.55555555555554,2.802115602870776
31,3070,623,True,0.07395183703130867,150.25925925925927,1.1944085553034889
32,3178,313,True,14.638261310944753,61.358024691358025,2.8902075707221218
33,3249,1421,True,0.4229451581168574,140.77777777777777,2.771103091853317
34,3179,325,True,13.284120995374781,65.88888888888889,2.82842712474619
35,2751,69,True,0.479742239446635,139.7530864197531,3.136920185753996
36,3260,1845,True,2.6407274954615727,116.375,2.1044760498623987
37,3240,801,True,0.9054571303246713,133.23456790123456,1.05726884276576
38,186,2184,True,0.4176694761923671,140.87654320987653,2.732442113285091
39,3009,2332,True,2.981048241944903,113.8395061728395,2.359413978943918
40,2734,2356,True,0.30868751884576257,143.1604938271605,2.847813933630352
41,1643,1356,True,0.6756908858085046,136.74074074074073,4.658134469425907
42,2894,378,True,0.16400786065785194,146.87654320987653,1.7873541798374182
43,3239,1543,True,0.8212443742613301,134.39506172839506,3.1138044387227275
44,1587,836,True,0.1768823633470219,146.5679012345679,2.9520374700896483
45,597,13,True,0.8101478210870335,134.50617283950618,1.4152908944119997
46,1465,1053,True,16.969775014115097,54.06172839506173,4.409153439118166
47,3197,2195,True,11.393209849237294,72.62962962962963,3.1405136186222333
48,3230,1939,True,3.4405720613707094,110.62962962962963,2.207979046042797
49,3129,501,True,1.9109279619549162,122.44444444444444,1.507184440694504
50,3048,517,True,0.0820468056542608,149.88888888888889,1.227262335243029
51,3159,183,True,22.289145768723902,39.0,3.975231959999626
52,2882,342,True,0.01791922698090138,153.65432098765433,1.840293145107564
53,3243,457,True,12.607323083325062,68.23456790123457,2.3215129429221055
54,1559,1080,True,18.094815219320264,50.666666666666664,3.1622776601683795
55,1458,917,True,9.893318052921975,78.4320987654321,4.482994677020708
56,3171,895,True,0.022090660202238727,153.34567901234567,2.4402008307714738
57,237,2140,True,0.15020775809881332,147.34567901234567,2.5587443575102187
58,1267,1161,True,0.29117915420768536,143.7530864197531,3.9425844259184344
59,2822,135,True,0.5486755890997087,138.49382716049382,2.434948509051361
60,1746,1286,True,0.31107833789911893,143.07407407407408,2.4634502441949464
61,2276,68,True,0.003122856460949402,155.679012345679,1.538214136017039
62,2420,22,True,0.035904091918116506,152.2716049382716,2.1315521828291613
63,3206,477,True,7.979517871264253,86.38271604938272,2.4066158876071517
64,3232,1572,True,0.46173878999778106,140.01234567901236,1.965717455555076
65,1728,1215,True,0.5708318159156041,138.12345679012347,2.4362626510544856
66,1482,1308,True,6.449120261430148,93.54320987654322,3.4891343958774423
67,3253,1614,True,1.2547469244110547,129.01234567901236,2.6643222433310294
68,3142,375,True,8.178187987198159,85.50617283950618,1.9124249798253101
69,249,2260,True,0.09104452378724917,149.45679012345678,1.8595723835815043
70,3208,510,True,6.498775137211879,93.27160493827161,2.4242211205781325
71,1284,1310,True,0.06789892129060207,150.50617283950618,2.315399103213859
72,1530,1076,True,16.570465302411804,55.382716049382715,6.317852231621646
73,1635,1291,True,5.563113066363312,98.77777777777777,9.368979548370131
74,3072,445,True,0.847437199122634,133.98765432098764,2.1285468709287536
75,1459,1008,True,15.838731104862719,57.54320987654321,4.100735804844909
76,1458,1237,True,12.123591519400204,69.96296296296296,2.9749756485960295
77,2995,89,True,12.200190518646103,69.67901234567901,1.57783380568617
78,2568,157,True,0.02019034928475405,153.55555555555554,1.2069756101333573
79,3180,1824,True,0.031123310944943527,152.69135802469137,2.6557274482193622
80,2538,238,True,0.009561518168029632,154.62962962962962,2.38018800193476
81,3168,548,True,1.819394958354565,123.30864197530865,3.037388316530925
82,3255,130,True,33.04717976149159,13.283950617283951,2.245624375773366
83,161,2286,True,0.4794138855523608,139.69135802469137,1.7330624810364874
84,197,500,True,0.030574634559066005,152.62962962962962,1.9779303589361021
85,1,2119,True,0.6854833469457143,136.46296296296296,3.966120237633877
86,3222,676,True,1.8571193966086454,122.9753086419753,3.292247941707672
87,2773,378,True,0.12056920715837342,148.320987654321,2.0417080751285464
88,1610,923,True,6.706146179217333,92.29629629629629,3.6496048980963005
89,3213,1659,True,0.06760325981341281,150.5185185185185,1.5080943015927655
90,3164,739,True,0.028034495386890002,152.8641975308642,1.3855790465776001
91,3032,21,True,22.20711552705825,39.19753086419753,3.0405480057011642
92,1715,981,True,3.9607554529853637,107.5679012345679,6.423218437929424
93,2768,2297,True,0.006625502516276883,155.02469135802468,2.2931745672970814
94,341,144,True,0.4929505828680851,139.59259259259258,3.7044443703851817
95,2873,2402,True,1.178543055775475,129.8641975308642,2.291977885505928
96,3193,2296,True,16.543956915274087,55.32098765432099,2.8320352603555214
97,1624,952,True,6.724917054596108,92.25925925925925,4.639544937715436
98,3008,429,True,0.32849881434259554,142.71604938271605,0.9967176736760203
99,3065,515,True,0.07616687292414408,150.11111111111111,1.5947444549341472
100,1501,1305,True,6.01205346111441,95.70370370370371,2.338325054468829
101,377,21,True,2.02471127155339,121.4320987654321,2.3879236892750457
102,54,2291,True,3.6339283579121417,109.35802469135803,2.864463589175349
103,3109,2374,True,13.598448002684181,64.82716049382717,3.3325559221477037
104,2769,2260,True,0.029850200421025905,152.7530864197531,1.2720243824583959
105,1358,954,True,2.341012360455671,118.87654320987654,4.398043100326603
106,1356,1151,True,14.267589689041234,62.592592592592595,3.5962181019076613
107,3263,850,True,0.9182135977321794,133.04444444444445,1.9995061118581323
108,2531,156,True,0.011667052399757277,154.96296296296296,3.3201384934836993
109,709,136,True,0.007817093644246927,154.8641975308642,1.4466059589562494
110,68,231,True,8.432647564330209,84.4074074074074,2.580926131879162
111,3059,2170,True,0.5269844864199991,138.85185185185185,1.9820871348532816
112,254,2319,True,0.11283968178541043,148.60493827160494,2.0767912830197077
113,3135,1922,True,0.03274179525001598,152.4814814814815,1.7292766711005558
114,1549,1028,True,13.578576010212004,64.90123456790124,3.5853093200289625
115,87,2014,True,0.01533723446802282,153.91358024691357,2.0976031640145587
116,2642,205,True,0.0027103043135766267,155.80246913580248,1.4941842242377548
117,177,401,True,0.4544598464844531,140.14814814814815,2.0852871496680367
118,2439,281,True,0.005453068290061633,155.17283950617283,1.6908623226019373
119,1304,1158,True,8.006966084842995,86.35802469135803,4.902276221056753
120,145,2058,True,0.006477917813145314,155.30864197530863,2.7739617134826684
121,223,2316,True,0.4296325856795772,140.62962962962962,1.3188513936862858
122,3255,863,True,0.9313309258179402,132.87654320987653,2.202034502871517
123,2269,72,True,0.00015912154297458264,156.69135802469137,1.8502050290700485
124,3213,370,True,14.755327688254914,61.0,3.8745768387028208
125,3179,665,True,0.24263954853945996,144.7037037037037,1.3648537609398725
126,3100,304,True,7.912910581783821,86.69135802469135,3.105717448806044
127,13,2429,True,22.030279992757098,39.69135802469136,4.108533652418206
128,2929,244,True,1.017238820506533,131.79012345679013,1.5130383901089903
